case_id,week,popwght,state,nielsen,metro,region,division,ownhome,mstatus,employ,totper,adults,kids1217,kids611,kidsless6,parent,age,age2,totalage,refage,educ,income,race,affilrot,polparty,partyln,partycomb,polviewrot,polview,regvote,sex,religion,ident,anycell,anyland,bornus,date,healthins,typeins,he2k,he2z,birt1,birt2,birt3rot,birt3,birt4,birt5rot,birt5a,birt5b,birt5c,birt6rot,birt6a,birt6b,birt6c,birt6d,birt6e,birt6f,birt7,birt8,birt9
70000807,839,1.6684,CT,A,Center City County (Metro),North East,New England,Owned,"Single, living with a partner",Full-time,Four,Three,None,None,One,Yes,28, ,18-29,18-29,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$150,000 to under $200,000",White Non-Hispanic,Democrat/Republican,An Independent,Neither/other,Independent/other,d3 1-5 asked,Very conservative,Yes,Female,Nothing in particular,Cell Phone sample, ,"No, no home telephone", ,201003,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,No,Yes,"1,5",Every time,Yes,ABC,Yes,Yes,Yes,FEBCDA,No,No,No,No,No,No,Very concerned,Very concerned,Yes
70000808,839,.56,CT,B,Center City (Metro),North East,New England,Owned,Married,Full-time,Four,Two,One,One,None,Yes,34, ,30-49,30-44,Two year associate degree from a college or university,"$50,000 but less than $75,000",White Non-Hispanic,Democrat/Republican,An Independent,Republican,Republican/leans Republican,d3 1-5 asked,Moderate,Yes,Female,Christian (Just Christian),Cell Phone sample, ,"Yes, has a home telephone", ,201003,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,No,Yes,"1,5",Every time,No,ACB,No,Yes,Yes,BCAEDF,No,No,No,No,No,No,Very concerned,Very concerned,Yes
70000809,839,2.0594,NY,C,Non-Metro,North East,Mid Atlantic,Owned,"Single, that is never married",Retired,One,One, , , , ,68, ,65+,65+,High school graduate (Grade 12 with diploma or GED certificate),"$25,000 but less than $30,000",White Non-Hispanic,Democrat/Republican,A Republican, ,Republican/leans Republican,d3 1-5 asked,Somewhat conservative,Yes,Male,Protestant,Cell Phone sample, ,"No, no home telephone", ,201003, , , , ,No,Not applicable/Have not looked for information on birth control,"1,5",Never, , , , , ,AF,No, , , , ,No,Not at all concerned, ,No
70000810,839,1.0873,MI,A,Suburban (Metro),North Central,East North Central,Owned,Married,Full-time,Two,Two, , , , ,39, ,30-49,30-44,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$75,000 but less than $100,000",Black Non-Hispanic,Democrat/Republican,A Democrat, ,Democrat/leans Democrat,d3 5-1 asked,Very liberal,Yes,Male,Baptist,Cell Phone sample, ,"No, no home telephone", ,201003,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,No,Yes,"5,1",Every time,No,CAB,Yes,Yes,Yes,CDABFE,Yes,No,No,No,No,No,Not at all concerned,Not at all concerned,Yes
70000811,839,1.6085,TN,B,No metro status,South,East South Central,Rented,"Single, that is never married",Full-time,Three,Three, , , , ,25, ,18-29,18-29,High school graduate (Grade 12 with diploma or GED certificate),"$30,000 but less than $40,000",White Non-Hispanic,Democrat/Republican,An Independent,Democratic,Democrat/leans Democrat,d3 5-1 asked,Moderate,Yes,Female,Christian (Just Christian),Cell Phone sample, ,"No, no home telephone", ,201003,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,No,Yes,"5,1",Every time,Yes,ACB,Yes,Yes,Yes,FBAECD,No,No,No,Yes,No,No,Somewhat concerned,Not too concerned,Yes
70000812,839,.6637,TX,A,No metro status,South,West South Central,Rented,"Single, living with a partner",Student,Two,Two, , , , ,39, ,30-49,30-44,"Some college, no degree (includes community college)","Less than $15,000",White Non-Hispanic,Democrat/Republican,An Independent,Democratic,Democrat/leans Democrat,d3 5-1 asked,Very liberal,Yes,Female,Nothing in particular,Cell Phone sample, ,"No, no home telephone", ,201003,"Yes, covered by health insurance",Plan you purchased yourself either from an insurance company or a state or federal marketplace,From healthcare.gov/state-specific marketplace, ,No,Yes,"1,5",Never, , , , , ,AF,Yes, , , , ,No,Not at all concerned, ,Yes
70000813,839,1.4228,PA,B,Center City County (Metro),North East,Mid Atlantic,Owned,Married,Part-time,Two,Two, , , , ,40, ,30-49,30-44,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$15,000 but less than $25,000",White Non-Hispanic,Republican/Democrat,A Democrat, ,Democrat/leans Democrat,d3 5-1 asked,Moderate,Yes,Female,Nothing in particular,Cell Phone sample, ,"No, no home telephone", ,201003,"Yes, covered by health insurance",Medicaid/state-specific Medicaid plan, , ,No,Yes,"1,5",Every time,Yes,CBA,Yes,Yes,No,BFADEC,Yes,No,No,No,Yes,No,Very concerned,Very concerned,Yes
70000814,839,.8118,FL,C,No metro status,South,South Atlantic,Owned,Married,Full-time,Three,Two,One,None,None,Yes,32, ,30-49,30-44,Two year associate degree from a college or university,"$50,000 but less than $75,000",White Non-Hispanic,Democrat/Republican,A Democrat, ,Democrat/leans Democrat,d3 5-1 asked,Somewhat liberal,Yes,Male,Christian (Just Christian),Cell Phone sample, ,"No, no home telephone", ,201003,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,No,Yes,"5,1",Every time,Yes,ABC,Yes,Yes,Yes,EBCAFD,No,No,No,No,No,No,Not at all concerned,Not at all concerned,Yes
70000815,839,.5657,AL,B,Center City (Metro),South,East South Central,Rented,"Single, that is never married",Full-time,One,One, , , , ,30, ,30-49,30-44,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$25,000 but less than $30,000",White Non-Hispanic,Republican/Democrat,An Independent,Democratic,Democrat/leans Democrat,d3 5-1 asked,Moderate,Yes,Male,"Catholic, Roman Catholic",Cell Phone sample, ,"No, no home telephone", ,201003,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,No,No,"5,1",Every time,No,CBA,Yes,No,No,ACBFED,No,No,No,No,No,No,Very concerned,Somewhat concerned,Yes
70000816,839,.8226,PA,B,Center City County (Metro),North East,Mid Atlantic,Owned,Married,Full-time,Four,Two,Two,None,None,Yes,47, ,30-49,45-64,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$75,000 but less than $100,000",White Non-Hispanic,Republican/Democrat,A Republican, ,Republican/leans Republican,d3 1-5 asked,Moderate,Yes,Male,Christian (Just Christian),Cell Phone sample, ,"No, no home telephone", ,201003,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,No,No,"1,5",Once in a while,No,ABC,No,No,No,DFAECB,No,No,No,No,No,No,Not very concerned,Not too concerned,Yes
70000822,839,.9571,TX,A,Center City (Metro),South,West South Central,Rented,"Single, that is never married",Full-time,One,One, , , , ,37, ,30-49,30-44,Two year associate degree from a college or university,"$40,000 but less than $50,000",Black Non-Hispanic,Republican/Democrat,A Democrat, ,Democrat/leans Democrat,d3 5-1 asked,Moderate,Yes,Male,Christian (Just Christian),Cell Phone sample, ,"No, no home telephone", ,201003,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,No,Yes,"5,1",Never, , , , , ,AF,No, , , , ,No,Not very concerned, ,Yes
70000823,839,.8022,TX,A,Center City (Metro),South,West South Central,Owned,Married,Full-time,Four,Two,One,One,None,Yes,38, ,30-49,30-44,Two year associate degree from a college or university,"$40,000 but less than $50,000",White Non-Hispanic,Republican/Democrat,A Democrat, ,Democrat/leans Democrat,d3 1-5 asked,Very conservative,Yes,Male,Protestant,Cell Phone sample, ,"No, no home telephone", ,201003,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,No,Yes,"5,1",Once in a while,Yes,ACB,Yes,No,Yes,EABDCF,No,No,Yes,Yes,No,No,Somewhat concerned,Somewhat concerned,Yes
70000825,839,.5886,NE,D,Non-Metro,North Central,West North Central,Owned,"Single, living with a partner",Full-time,Two,Two, , , , ,35, ,30-49,30-44,"Some college, no degree (includes community college)","$75,000 but less than $100,000",White Non-Hispanic,Republican/Democrat,An Independent,Republican,Republican/leans Republican,d3 1-5 asked,Moderate,Yes,Male,Atheist,Cell Phone sample, ,"No, no home telephone", ,201003,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,No,Yes,"1,5",Once in a while,Yes,ACB,Yes,No,Yes,EBCFDA,No,No,No,No,No,No,Not very concerned,Somewhat concerned,Yes
70000826,839,1.9154,CA,A,No metro status,West,Pacific,Owned,Married,Full-time,Two,Two, , , , ,33, ,30-49,30-44,High school graduate (Grade 12 with diploma or GED certificate),"$30,000 but less than $40,000",White Non-Hispanic,Republican/Democrat,A Democrat, ,Democrat/leans Democrat,d3 1-5 asked,Very conservative,Yes,Male,Christian (Just Christian),Cell Phone sample, ,"No, no home telephone", ,201003,"Yes, covered by health insurance",Medicare, , ,No,Yes,"5,1",Almost every time,Yes,ABC,Yes,Yes,Yes,CFDEBA,Yes,No,No,No,No,No,Somewhat concerned,Somewhat concerned,Yes
70000827,839,.9238,NC,D,Non-Metro,South,South Atlantic,Owned,"Single, that is never married",Full-time,Refused,Refused, , , , ,44, ,30-49,30-44,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$40,000 but less than $50,000",White Non-Hispanic,Republican/Democrat,Refused,Democratic,Democrat/leans Democrat,d3 5-1 asked,Moderate,Yes,Female,Christian (Just Christian),Cell Phone sample, ,"No, no home telephone", ,201003,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,No,Yes,"1,5",Refused, , , , , ,AF,No, , , , ,No,Very concerned, ,Yes
70000829,839,1.1607,FL,A,Center City County (Metro),South,South Atlantic,Owned,Married,Full-time,Two,Two, , , , ,29, ,18-29,18-29,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","$75,000 but less than $100,000",White Non-Hispanic,Republican/Democrat,A Republican, ,Republican/leans Republican,d3 1-5 asked,Somewhat liberal,Yes,Male,Christian (Just Christian),Cell Phone sample, ,"No, no home telephone", ,201003,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,No,Yes,"1,5",Almost every time,Yes,BAC,Yes,Yes,Yes,DCAFBE,Not applicable,No,No,No,No,Not applicable,Somewhat concerned,Somewhat concerned,Yes
70000831,839,.83,TN,B,No metro status,South,East South Central,Owned,"Single, that is never married",Temporarily unemployed,Two,Two, , , , ,36, ,30-49,30-44,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","$25,000 but less than $30,000",Black Non-Hispanic,Republican/Democrat,A Democrat, ,Democrat/leans Democrat,d3 1-5 asked,Somewhat liberal,Yes,Male,Protestant,Cell Phone sample, ,"No, no home telephone", ,201003,"No, not covered by health insurance", , , ,No,Yes,"1,5",Every time,Yes,ACB,Yes,No,Yes,BFCADE,Yes,No,No,No,No,Not applicable,Somewhat concerned,Somewhat concerned,Yes
70000832,839,.7906,CA,B,Center City County (Metro),West,Pacific,Owned,Married,Full-time,Three,Two,One,None,None,Yes,49, ,30-49,45-64,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$75,000 but less than $100,000",White Non-Hispanic,Republican/Democrat,A Republican, ,Republican/leans Republican,d3 5-1 asked,Somewhat conservative,Yes,Male,Protestant,Cell Phone sample, ,"No, no home telephone", ,201003,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,No,Yes,"5,1",Every time,Yes,BAC,Yes,Yes,Yes,EDBACF,No,No,No,No,No,No,Not at all concerned,Not at all concerned,Yes
70000835,839,.5906,FL,D,Non-Metro,South,South Atlantic,Owned,Married,Retired,Five,Four,One,None,None,No,65, ,65+,65+,"Some postgraduate or professional schooling, no postgraduate degree","$75,000 but less than $100,000",White Non-Hispanic,Republican/Democrat,A Democrat, ,Democrat/leans Democrat,d3 1-5 asked,Moderate,Yes,Female,"Catholic, Roman Catholic",Cell Phone sample, ,"Yes, has a home telephone", ,201003, , , , ,Not applicable/Not having sex/No partner/Not able to get pregnant/get someone pregnant/respondent or partner is currentl,Not applicable/Have not looked for information on birth control,"1,5",Never, , , , , ,AF,No, , , , ,No,Very concerned, ,Not applicable/Have never wanted or needed to discuss issues related to sex and relationships before
70000836,839,1.6226,TX,A,Center City (Metro),South,West South Central,Rented,"Single, living with a partner",Full-time,Three,Two,None,None,One,Yes,28, ,18-29,18-29,High school graduate (Grade 12 with diploma or GED certificate),"$30,000 but less than $40,000",White Hispanic,Democrat/Republican,An Independent,Neither/other,Independent/other,d3 5-1 asked,Moderate,No,Male,Nothing in particular,Cell Phone sample, ,"No, no home telephone",United States,201003,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,No,Yes,"1,5",Almost every time,No,ABC,Yes,No,No,DEFBCA,No,No,No,No,No,No,Not very concerned,Not too concerned,Yes
70000837,839,.6808,TX,A,Center City (Metro),South,West South Central,Owned,Married,Part-time,Two,Two, , , , ,55, ,50-64,45-64,"Some college, no degree (includes community college)","$30,000 but less than $40,000",White Non-Hispanic,Democrat/Republican,A Republican, ,Republican/leans Republican,d3 1-5 asked,Moderate,Yes,Female,Christian (Just Christian),Cell Phone sample, ,"Yes, has a home telephone", ,201003,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,No,Yes,"5,1",Almost every time,No,BAC,Yes,Yes,Yes,EAFBCD,Yes,No,No,No,Yes,Yes,Very concerned,Very concerned,Yes
70000838,839,.5923,MN,A,Center City (Metro),North Central,West North Central,Owned,Divorced,Full-time,Three,Three, , , , ,57, ,50-64,45-64,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$75,000 but less than $100,000",Black Non-Hispanic,Democrat/Republican,A Democrat, ,Democrat/leans Democrat,d3 1-5 asked,Very liberal,Yes,Male,Baptist,Cell Phone sample, ,"Yes, has a home telephone", ,201003,"Yes, covered by health insurance",Plan you purchased yourself either from an insurance company or a state or federal marketplace,From healthcare.gov/state-specific marketplace, ,No,Yes,"5,1",Never, , , , , ,AF,Yes, , , , ,Yes,Not very concerned, ,Yes
70000841,839,1.6466,MS,D,No metro status,South,East South Central,Owned,Married,Full-time,Two,Two, , , , ,60, ,50-64,45-64,High school graduate (Grade 12 with diploma or GED certificate),"$40,000 but less than $50,000",Native American/American Indian/Alaska Native,Democrat/Republican,A Republican, ,Republican/leans Republican,d3 1-5 asked,Very conservative,Yes,Male,Christian (Just Christian),Cell Phone sample, ,"Yes, has a home telephone", ,201003,"Yes, covered by health insurance",Medicare, , ,No,Yes,"5,1",Never, , , , , ,AF,No, , , , ,No,Not at all concerned, ,Yes
70000842,839,.4061,TX,A,Center City (Metro),South,West South Central,Owned,Married,Retired,Two,Two, , , , ,63, ,50-64,45-64,"Some postgraduate or professional schooling, no postgraduate degree","$200,000 to under $250,000",White Non-Hispanic,Democrat/Republican,A Democrat, ,Democrat/leans Democrat,d3 1-5 asked,Somewhat liberal,Yes,Male,Christian (Just Christian),Cell Phone sample, ,"Yes, has a home telephone", ,201003,"Yes, covered by health insurance",Somewhere else, , ,No,Yes,"5,1",Never, , , , , ,FA,No, , , , ,No,Somewhat concerned, ,Yes
70000844,839,1.9108,MS,C,No metro status,South,East South Central,Owned,Married,Full-time,Two,Two, , , , ,55, ,50-64,45-64,High school graduate (Grade 12 with diploma or GED certificate),"$40,000 but less than $50,000",Black Non-Hispanic,Democrat/Republican,A Democrat, ,Democrat/leans Democrat,d3 5-1 asked,Very liberal,Yes,Male,Methodist,Cell Phone sample, ,"Yes, has a home telephone", ,201003,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,Not applicable/Not having sex/No partner/Not able to get pregnant/get someone pregnant/respondent or partner is currentl,Not applicable/Have not looked for information on birth control,"1,5",Every time,Not applicable/Not having sex/No partner/Not using birth control, , , , ,FA,Not applicable, , , , ,Not applicable,Not applicable/don't believe in birth control,Not applicable/Not having sex/No partner/Not using birth control,No
70000846,839,.7836,CA,A,Center City County (Metro),West,Pacific,Owned,Married,Full-time,Four,Four, , , , ,52, ,50-64,45-64,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","$100,000 to under $150,000",White Non-Hispanic,Democrat/Republican,A Democrat, ,Democrat/leans Democrat,d3 5-1 asked,Somewhat liberal,Yes,Male,"Catholic, Roman Catholic",Cell Phone sample, ,"No, no home telephone", ,201003,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,No,Yes,"5,1",Every time,Yes,BCA,Yes,Yes,Yes,ADBCFE,No,No,No,No,No,No,Somewhat concerned,Not at all concerned,Yes
70000847,839,1.4049,AL,B,Suburban (Metro),South,East South Central,Rented,"Single, living with a partner",Full-time,Two,Two, , , , ,28, ,18-29,18-29,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$40,000 but less than $50,000",White Non-Hispanic,Democrat/Republican,A Democrat, ,Democrat/leans Democrat,d3 1-5 asked,Somewhat liberal,Yes,Female,Atheist,Cell Phone sample, ,"No, no home telephone", ,201003,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,Yes,Yes,"5,1",Every time,No,ACB,Yes,Yes,Yes,FCAEBD,No,No,No,No,No,No,Somewhat concerned,Somewhat concerned,Yes
70000848,839,.9681,GA,C,Non-Metro,South,South Atlantic,Owned,Married,Temporarily unemployed,Six or more,Four,One,One,None,No,67, ,65+,65+,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$75,000 but less than $100,000",White Non-Hispanic,Democrat/Republican,A Republican, ,Republican/leans Republican,d3 5-1 asked,Very liberal,Yes,Female,"Catholic, Roman Catholic",Cell Phone sample, ,"No, no home telephone", ,201003, , , , ,No,No,"5,1",About half the time,No,CAB,No,No,No,DAFECB,No,No,No,No,No,No,Not very concerned,Not too concerned,No
70000849,839,.9225,LA,B,Center City (Metro),South,West South Central,Owned,Divorced,Full-time,Two,Two, , , , ,55, ,50-64,45-64,Two year associate degree from a college or university,"$50,000 but less than $75,000",White Non-Hispanic,Democrat/Republican,A Republican, ,Republican/leans Republican,d3 1-5 asked,Somewhat conservative,Yes,Female,Baptist,Cell Phone sample, ,"No, no home telephone", ,201003,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,No,Yes,"1,5",Every time,Yes,ACB,Yes,Yes,Yes,BFECDA,No,No,No,No,No,No,Not at all concerned,Not too concerned,Yes
70000850,839,.6949,MT,D,Non-Metro,West,Mountain,Rented,Married,Full-time,Four,Two,None,Two,None,No,40, ,30-49,30-44,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$40,000 but less than $50,000",White Non-Hispanic,Democrat/Republican,A Democrat, ,Democrat/leans Democrat,d3 1-5 asked,Moderate,Yes,Male,"Catholic, Roman Catholic",Cell Phone sample, ,"No, no home telephone", ,201003,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,No,No,"1,5",About half the time,Yes,CBA,Yes,No,No,CFBADE,No,No,No,No,No,No,Somewhat concerned,Very concerned,No
70000851,839,.6697,WI,B,Center City County (Metro),North Central,East North Central,Owned,"Single, living with a partner",Full-time,Three,Two,None,One,None,Yes,40, ,30-49,30-44,Two year associate degree from a college or university,"$150,000 to under $200,000",White Non-Hispanic,Republican/Democrat,A Democrat, ,Democrat/leans Democrat,d3 5-1 asked,Moderate,Yes,Male,Nothing in particular,Cell Phone sample, ,"No, no home telephone", ,201003,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,No,Yes,"1,5",Never, , , , , ,AF,No, , , , ,No,Very concerned, ,Yes
70000852,839,.4787,AZ,A,Center City County (Metro),West,Mountain,Rented,"Single, living with a partner",Part-time,Three,Three, , , , ,43, ,30-49,30-44,"Some college, no degree (includes community college)","$30,000 but less than $40,000",White Non-Hispanic,Republican/Democrat,A Republican, ,Republican/leans Republican,d3 1-5 asked,Somewhat conservative,Yes,Male,Christian (Just Christian),Cell Phone sample, ,"Yes, has a home telephone", ,201003,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,Yes,No,"1,5",Every time,No,CAB,No,Yes,Yes,CDEABF,No,Yes,Yes,Yes,No,No,Very concerned,Somewhat concerned,No
70000853,839,.7434,ND,C,Center City (Metro),North Central,West North Central,Owned,Married,Full-time,Three,Three, , , , ,43, ,30-49,30-44,"Some college, no degree (includes community college)","$50,000 but less than $75,000",White Non-Hispanic,Republican/Democrat,An Independent,Democratic,Democrat/leans Democrat,d3 1-5 asked,Moderate,Yes,Male,Nothing in particular,Cell Phone sample, ,"No, no home telephone", ,201003,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,No,Yes,"5,1",Every time,Yes,BCA,Yes,Yes,Yes,EACDBF,No,No,No,No,No,No,Somewhat concerned,Very concerned,Yes
70000854,839,.4752,TX,A,Center City (Metro),South,West South Central,Owned,Married,Full-time,Four,Three,One,None,None,Yes,36, ,30-49,30-44,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","$100,000 to under $150,000",White Non-Hispanic,Republican/Democrat,A Republican, ,Republican/leans Republican,d3 5-1 asked,Very conservative,Yes,Male,Protestant,Cell Phone sample, ,"Yes, has a home telephone", ,201003,"No, not covered by health insurance", , , ,No,Yes,"1,5",Once in a while,Yes,BAC,Yes,Yes,No,BACDFE,Yes,No,No,No,Yes,No,Not at all concerned,Not at all concerned,Yes
70000855,839,.9386,CO,B,Center City (Metro),West,Mountain,Rented,Married,Homemaker,Two,Two, , , , ,44, ,30-49,30-44,"Some college, no degree (includes community college)","$25,000 but less than $30,000",White Non-Hispanic,Republican/Democrat,An Independent,Republican,Republican/leans Republican,d3 5-1 asked,Moderate,Yes,Female,Protestant,Cell Phone sample, ,"No, no home telephone", ,201003,"No, not covered by health insurance", , , ,No,Yes,"1,5",Never, , , , , ,FA,Yes, , , , ,Yes,Somewhat concerned, ,Yes
70000856,839,.4716,WV,C,Center City (Metro),South,South Atlantic,Owned,Married,Full-time,Two,Two, , , , ,39, ,30-49,30-44,"Some college, no degree (includes community college)","$40,000 but less than $50,000",White Non-Hispanic,Republican/Democrat,A Democrat, ,Democrat/leans Democrat,d3 1-5 asked,Moderate,Yes,Female,"Catholic, Roman Catholic",Cell Phone sample, ,"Yes, has a home telephone", ,201003,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,No,Yes,"5,1",Every time,Yes,ABC,No,No,No,EDFBCA,No,No,No,No,No,No,Not at all concerned,Not at all concerned,Yes
70000857,839,.7761,CA,A,Center City County (Metro),West,Pacific,Rented,Married,Disabled/Handicapped,Two,Two, , , , ,56, ,50-64,45-64,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$15,000 but less than $25,000",White Hispanic,Republican/Democrat,A Democrat, ,Democrat/leans Democrat,d3 1-5 asked,Very liberal,Yes,Male,Protestant,Cell Phone sample, ,"No, no home telephone",United States,201003,"Yes, covered by health insurance",Medicaid/state-specific Medicaid plan, , ,No,Not applicable/Have not looked for information on birth control,"1,5",Never, , , , , ,AF,No, , , , ,Yes,Not at all concerned, ,Yes
70000859,839,1.9358,CA,A,Center City (Metro),West,Pacific,Rented,"Single, living with a partner",Part-time,Three,Three, , , , ,36, ,30-49,30-44,Less than high school (Grades 1-8 or no formal schooling),"$15,000 but less than $25,000",Unspecified Hispanic,Democrat/Republican,An Independent,Democratic,Democrat/leans Democrat,d3 5-1 asked,Somewhat conservative,No,Female,"Catholic, Roman Catholic",Cell phone in language, ,"No, no home telephone",Another Country,201003,"No, not covered by health insurance", , , ,No,Yes,"5,1",Every time,Yes,BAC,Yes,Yes,Yes,CEFBDA,No,No,No,No,Yes,Yes,Somewhat concerned,Somewhat concerned,Yes
70000860,839,1.5498,CT,C,Non-Metro,North East,New England,Owned,"Single, living with a partner",Full-time,One,One, , , , ,26, ,18-29,18-29,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","$100,000 to under $150,000",Mixed,Democrat/Republican,Other,Neither/other,Independent/other,d3 5-1 asked,Moderate,Yes,Male,Nothing in particular,Cell Phone sample, ,"No, no home telephone", ,201003,"No, not covered by health insurance", , , ,No,Yes,"1,5",Never, , , , , ,AF,No, , , , ,No,Not at all concerned, ,Yes
70000861,839,.3746,ID,D,Non-Metro,West,Mountain,Owned,"Single, living with a partner",Full-time,Two,Two, , , , ,45, ,30-49,45-64,Two year associate degree from a college or university,"$40,000 but less than $50,000",White Non-Hispanic,Democrat/Republican,A Republican, ,Republican/leans Republican,d3 1-5 asked,Somewhat conservative,Yes,Female,"Catholic, Roman Catholic",Cell Phone sample, ,"Yes, has a home telephone", ,201003,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,No,No,"5,1",Never, , , , , ,AF,No, , , , ,No,Very concerned, ,No
70000862,839,1.0686,TX,A,Center City (Metro),South,West South Central,Owned,Divorced,Full-time,Two,Two, , , , ,19, ,18-29,18-29,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","$250,000 or more",Unspecified Hispanic,Democrat/Republican,A Democrat, ,Democrat/leans Democrat,d3 1-5 asked,Very liberal,Yes,Male,Refused,Cell Phone sample, ,"No, no home telephone",Puerto Rico,201003,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,No,Yes,"5,1",Once in a while,Yes,CBA,Yes,No,Yes,AEFDCB,No,No,No,No,No,No,Very concerned,Very concerned,Yes
70000863,839,.5774,WA,A,Center City (Metro),West,Pacific,Rented,Divorced,Temporarily unemployed,One,One, , , , ,62, ,50-64,45-64,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","Less than $15,000",Black Non-Hispanic,Republican/Democrat,Refused,Neither/other,Independent/other,d3 1-5 asked,Refused,No,Female,Jehovah's Witness,Cell Phone sample, ,"Yes, has a home telephone", ,201003,"No, not covered by health insurance", , , ,No,Yes,"5,1",Not applicable/Does not have vaginal intercourse/sex, , , , , ,AF,Not applicable, , , , ,Not applicable,Not at all concerned, ,Yes
70000864,839,2.1592,CA,B,No metro status,West,Pacific,Owned,Married,Homemaker,Two,Two, , , , ,46, ,30-49,45-64,High school graduate (Grade 12 with diploma or GED certificate),"$200,000 to under $250,000",White Non-Hispanic,Democrat/Republican,A Republican, ,Republican/leans Republican,d3 1-5 asked,Somewhat conservative,Yes,Female,Nothing in particular,Cell Phone sample, ,"No, no home telephone", ,201003,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,No,Yes,"5,1",Every time,No,ABC,Yes,Yes,Yes,ADEBFC,Yes,No,No,No,No,No,Not at all concerned,Not at all concerned,Yes
70000867,839,.3441,NY,A,Non-Center City (Metro),North East,Mid Atlantic,Owned,Widowed,Retired,Two,Two, , , , ,70, ,65+,65+,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","$75,000 but less than $100,000",White Non-Hispanic,Republican/Democrat,A Republican, ,Republican/leans Republican,d3 5-1 asked,Somewhat conservative,Yes,Male,Protestant,Cell Phone sample, ,"Yes, has a home telephone", ,201003, , , , ,No,Yes,"5,1",Every time,Not applicable/Not having sex/No partner/Not using birth control, , , , ,AF,No, , , , ,No,Not at all concerned,Not at all concerned,Yes
70000868,839,1.4519,SC,D,Non-Metro,South,South Atlantic,Rented,"Single, that is never married",Full-time,Four,Four, , , , ,25, ,18-29,18-29,High school graduate (Grade 12 with diploma or GED certificate),"$30,000 but less than $40,000",White Non-Hispanic,Republican/Democrat,An Independent,Neither/other,Independent/other,d3 1-5 asked,Somewhat liberal,Yes,Female,"Catholic, Roman Catholic",Cell Phone sample, ,"No, no home telephone", ,201003,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,No,Yes,"5,1",Every time,Yes,CBA,Yes,Yes,Yes,CFBAED,Yes,No,No,No,No,No,Somewhat concerned,Somewhat concerned,Yes
